period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2019,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2019,VA,Virginia,TOT,All sectors,OBM,Other Biomass,309.3,megawatts
2019,VA,Virginia,TOT,All sectors,OT,Other,96,megawatts
2019,VA,Virginia,TOT,All sectors,PET,Petroleum,2340.8,megawatts
2019,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,623.8,megawatts
2019,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,141,megawatts
2019,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2019,VA,Virginia,TOT,All sectors,SOL,Solar,556.1,megawatts
2019,VA,Virginia,TOT,All sectors,SOLPV,Solar - PV,556.1,megawatts
2019,VA,Virginia,TOT,All sectors,WOO,Wood,495.6,megawatts
2018,VA,Virginia,EU,Electric Utilities,ALL,All,23975.4,megawatts
2018,VA,Virginia,EU,Electric Utilities,COL,Coal,3214,megawatts
2018,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2018,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2018,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,10856.6,megawatts
2018,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,6491.3,megawatts
2018,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3362.3,megawatts
2018,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,1003,megawatts
2018,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
2018,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2018,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1953,megawatts
2018,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,273,megawatts
2018,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,104,megawatts
2018,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2018,VA,Virginia,EU,Electric Utilities,SOL,Solar,61.2,megawatts
2018,VA,Virginia,EU,Electric Utilities,SOLPV,Solar - PV,61.2,megawatts
2018,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,ALL,All,5659.4,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,COL,Coal,566,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,3695.4,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2742.1,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,883,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1.3,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,69,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,313.3,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,389.9,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,351.5,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,SOL,Solar,331.3,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,SOLPV,Solar - PV,331.3,megawatts
2018,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2018,VA,Virginia,TOT,All sectors,ALL,All,29634.8,megawatts
2018,VA,Virginia,TOT,All sectors,COL,Coal,3780,megawatts
2018,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2018,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2018,VA,Virginia,TOT,All sectors,NG,Natural Gas,14552,megawatts
2018,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,9233.4,megawatts
2018,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,4245.3,megawatts
2018,VA,Virginia,TOT,All sectors,NGIC,Natural Gas - IC,1.3,megawatts
2018,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,1072,megawatts
2018,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2018,VA,Virginia,TOT,All sectors,OBM,Other Biomass,314.3,megawatts
2018,VA,Virginia,TOT,All sectors,PET,Petroleum,2342.9,megawatts
2018,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,624.5,megawatts
2018,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,142.4,megawatts
2018,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2018,VA,Virginia,TOT,All sectors,SOL,Solar,392.5,megawatts
2018,VA,Virginia,TOT,All sectors,SOLPV,Solar - PV,392.5,megawatts
2018,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2017,VA,Virginia,EU,Electric Utilities,ALL,All,22371.2,megawatts
2017,VA,Virginia,EU,Electric Utilities,COL,Coal,3214,megawatts
2017,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2017,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2017,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,9271.6,megawatts
2017,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,4906.3,megawatts
2017,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3362.3,megawatts
2017,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,1003,megawatts
2017,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
2017,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2017,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1955.6,megawatts
2017,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,273,megawatts
2017,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,106.6,megawatts
2017,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2017,VA,Virginia,EU,Electric Utilities,SOL,Solar,39.4,megawatts
2017,VA,Virginia,EU,Electric Utilities,SOLPV,Solar - PV,39.4,megawatts
2017,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,ALL,All,5288.9,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,COL,Coal,564,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,3349.8,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2752.6,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,532,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1.3,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,63.9,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,313.3,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,391,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,352.6,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,SOL,Solar,307.3,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,SOLPV,Solar - PV,307.3,megawatts
2017,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2017,VA,Virginia,TOT,All sectors,ALL,All,27660.1,megawatts
2017,VA,Virginia,TOT,All sectors,COL,Coal,3778,megawatts
2017,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2017,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2017,VA,Virginia,TOT,All sectors,NG,Natural Gas,12621.4,megawatts
2017,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,7658.9,megawatts
2017,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,3894.3,megawatts
2017,VA,Virginia,TOT,All sectors,NGIC,Natural Gas - IC,1.3,megawatts
2017,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,1066.9,megawatts
2017,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2017,VA,Virginia,TOT,All sectors,OBM,Other Biomass,314.3,megawatts
2017,VA,Virginia,TOT,All sectors,PET,Petroleum,2346.6,megawatts
2017,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,625.6,megawatts
2017,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,145,megawatts
2017,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2017,VA,Virginia,TOT,All sectors,SOL,Solar,346.7,megawatts
2017,VA,Virginia,TOT,All sectors,SOLPV,Solar - PV,346.7,megawatts
2017,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2016,VA,Virginia,EU,Electric Utilities,ALL,All,22327.5,megawatts
2016,VA,Virginia,EU,Electric Utilities,COL,Coal,3214,megawatts
2016,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2016,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2016,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,9238.6,megawatts
2016,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,4873.3,megawatts
2016,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3362.3,megawatts
2016,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,1003,megawatts
2016,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
2016,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2016,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1960.7,megawatts
2016,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,275.1,megawatts
2016,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,109.6,megawatts
2016,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2016,VA,Virginia,EU,Electric Utilities,SOL,Solar,23.6,megawatts
2016,VA,Virginia,EU,Electric Utilities,SOLPV,Solar - PV,23.6,megawatts
2016,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,ALL,All,4294.1,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,COL,Coal,586.4,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,2561.6,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1986.8,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,532,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1.3,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,41.5,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,313.3,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,389.3,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,350.9,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,SOL,Solar,80,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,SOLPV,Solar - PV,80,megawatts
2016,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2016,VA,Virginia,TOT,All sectors,ALL,All,26621.6,megawatts
2016,VA,Virginia,TOT,All sectors,COL,Coal,3800.4,megawatts
2016,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2016,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2016,VA,Virginia,TOT,All sectors,NG,Natural Gas,11800.2,megawatts
2016,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,6860.1,megawatts
2016,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,3894.3,megawatts
2016,VA,Virginia,TOT,All sectors,NGIC,Natural Gas - IC,1.3,megawatts
2016,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,1044.5,megawatts
2016,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2016,VA,Virginia,TOT,All sectors,OBM,Other Biomass,314.3,megawatts
2016,VA,Virginia,TOT,All sectors,PET,Petroleum,2350,megawatts
2016,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,626,megawatts
2016,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,148,megawatts
2016,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2016,VA,Virginia,TOT,All sectors,SOL,Solar,103.6,megawatts
2016,VA,Virginia,TOT,All sectors,SOLPV,Solar - PV,103.6,megawatts
2016,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2015,VA,Virginia,EU,Electric Utilities,ALL,All,20928.1,megawatts
2015,VA,Virginia,EU,Electric Utilities,COL,Coal,3674,megawatts
2015,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2015,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2015,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,7410,megawatts
2015,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,3502.2,megawatts
2015,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3362.1,megawatts
2015,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,545.7,megawatts
2015,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
2015,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2015,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1953.5,megawatts
2015,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,275.1,megawatts
2015,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,102.4,megawatts
2015,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2015,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,ALL,All,4253.5,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,COL,Coal,705.3,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,2483.2,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1912.2,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,532,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,39,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,311.7,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,389.8,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,351.4,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2015,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2015,VA,Virginia,TOT,All sectors,ALL,All,25181.6,megawatts
2015,VA,Virginia,TOT,All sectors,COL,Coal,4379.3,megawatts
2015,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2015,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2015,VA,Virginia,TOT,All sectors,NG,Natural Gas,9893.2,megawatts
2015,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,5414.4,megawatts
2015,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,3894.1,megawatts
2015,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,584.7,megawatts
2015,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2015,VA,Virginia,TOT,All sectors,OBM,Other Biomass,312.7,megawatts
2015,VA,Virginia,TOT,All sectors,PET,Petroleum,2343.3,megawatts
2015,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,626.5,megawatts
2015,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,140.8,megawatts
2015,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2015,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2014,VA,Virginia,EU,Electric Utilities,ALL,All,22061.5,megawatts
2014,VA,Virginia,EU,Electric Utilities,COL,Coal,4811,megawatts
2014,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2014,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2014,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,7410,megawatts
2014,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,3502.2,megawatts
2014,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3362.1,megawatts
2014,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,545.7,megawatts
2014,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
2014,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2014,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1949.9,megawatts
2014,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,275.1,megawatts
2014,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,98.8,megawatts
2014,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2014,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,ALL,All,4230.9,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,COL,Coal,730.9,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,2345,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1816.2,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,517,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,11.8,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,305.1,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,OT,Other,96,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,390.4,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,352,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2014,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2014,VA,Virginia,TOT,All sectors,ALL,All,26292.4,megawatts
2014,VA,Virginia,TOT,All sectors,COL,Coal,5541.9,megawatts
2014,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2014,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2014,VA,Virginia,TOT,All sectors,NG,Natural Gas,9755,megawatts
2014,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,5318.4,megawatts
2014,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,3879.1,megawatts
2014,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,557.5,megawatts
2014,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
2014,VA,Virginia,TOT,All sectors,OBM,Other Biomass,306.1,megawatts
2014,VA,Virginia,TOT,All sectors,OT,Other,96,megawatts
2014,VA,Virginia,TOT,All sectors,PET,Petroleum,2340.3,megawatts
2014,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,627.1,megawatts
2014,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,137.2,megawatts
2014,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2014,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2013,VA,Virginia,EU,Electric Utilities,ALL,All,20601.1,megawatts
2013,VA,Virginia,EU,Electric Utilities,COL,Coal,4811,megawatts
2013,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2013,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.6,megawatts
2013,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,5936.3,megawatts
2013,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,2030,megawatts
2013,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3360.6,megawatts
2013,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,545.7,megawatts
2013,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3581.3,megawatts
2013,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2013,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1949.9,megawatts
2013,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,275.1,megawatts
2013,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,98.8,megawatts
2013,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1576,megawatts
2013,VA,Virginia,EU,Electric Utilities,WOO,Wood,236,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,ALL,All,4226.7,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,COL,Coal,743.1,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,21.4,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,2334.4,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1816.2,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,517,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,1.2,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,302.4,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,OT,Other,96,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,387.3,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,348.9,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,38.4,megawatts
2013,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,342.1,megawatts
2013,VA,Virginia,TOT,All sectors,ALL,All,24827.8,megawatts
2013,VA,Virginia,TOT,All sectors,COL,Coal,5554.1,megawatts
2013,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3241,megawatts
2013,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866,megawatts
2013,VA,Virginia,TOT,All sectors,NG,Natural Gas,8270.7,megawatts
2013,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,3846.2,megawatts
2013,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,3877.6,megawatts
2013,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,546.9,megawatts
2013,VA,Virginia,TOT,All sectors,NUC,Nuclear,3581.3,megawatts
2013,VA,Virginia,TOT,All sectors,OBM,Other Biomass,303.4,megawatts
2013,VA,Virginia,TOT,All sectors,OT,Other,96,megawatts
2013,VA,Virginia,TOT,All sectors,PET,Petroleum,2337.2,megawatts
2013,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,624,megawatts
2013,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,137.2,megawatts
2013,VA,Virginia,TOT,All sectors,PETST,Petroleum - ST,1576,megawatts
2013,VA,Virginia,TOT,All sectors,WOO,Wood,578.1,megawatts
2012,VA,Virginia,EU,Electric Utilities,ALL,All,20626.1,megawatts
2012,VA,Virginia,EU,Electric Utilities,COL,Coal,5205,megawatts
2012,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3241,megawatts
2012,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,844.8,megawatts
2012,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,5709.3,megawatts
2012,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,2030,megawatts
2012,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3360.6,megawatts
2012,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,318.7,megawatts
2012,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3562,megawatts
2012,VA,Virginia,EU,Electric Utilities,OBM,Other Biomass,1,megawatts
2012,VA,Virginia,EU,Electric Utilities,PET,Petroleum,1980,megawatts
2012,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,275.1,megawatts
2012,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,100.9,megawatts
2012,VA,Virginia,EU,Electric Utilities,PETST,Petroleum - ST,1604,megawatts
2012,VA,Virginia,EU,Electric Utilities,WOO,Wood,83,megawatts
2012,VA,Virginia,IPP,Independent Power Producers,ALL,All,4222.5,megawatts
2012,VA,Virginia,IPP,Independent Power Producers,COL,Coal,771.3,megawatts
